,Movie release year,year_ceremony,ceremony,category,Actor Name,Movie name,winner
57,1935,1936,8,ACTOR,Clark Gable,Mutiny on the Bounty,False
58,1935,1936,8,ACTOR,Charles Laughton,Mutiny on the Bounty,False
59,1935,1936,8,ACTOR,Victor McLaglen,The Informer,True
60,1935,1936,8,ACTOR,Paul Muni,Black Fury,False
61,1935,1936,8,ACTOR,Franchot Tone,Mutiny on the Bounty,False
62,1935,1936,8,ACTRESS,Elisabeth Bergner,Escape Me Never,False
63,1935,1936,8,ACTRESS,Claudette Colbert,Private Worlds,False
64,1935,1936,8,ACTRESS,Bette Davis,Dangerous,True
65,1935,1936,8,ACTRESS,Katharine Hepburn,Alice Adams,False
66,1935,1936,8,ACTRESS,Miriam Hopkins,Becky Sharp,False
67,1935,1936,8,ACTRESS,Merle Oberon,The Dark Angel,False
68,1936,1937,9,ACTOR,Gary Cooper,Mr. Deeds Goes to Town,False
69,1936,1937,9,ACTOR,Walter Huston,Dodsworth,False
70,1936,1937,9,ACTOR,Paul Muni,The Story of Louis Pasteur,True
71,1936,1937,9,ACTOR,William Powell,My Man Godfrey,False
72,1936,1937,9,ACTOR,Spencer Tracy,San Francisco,False
73,1936,1937,9,ACTOR IN A SUPPORTING ROLE,Mischa Auer,My Man Godfrey,False
74,1936,1937,9,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Come and Get It,True
75,1936,1937,9,ACTOR IN A SUPPORTING ROLE,Stuart Erwin,Pigskin Parade,False
76,1936,1937,9,ACTOR IN A SUPPORTING ROLE,Basil Rathbone,Romeo and Juliet,False
77,1936,1937,9,ACTOR IN A SUPPORTING ROLE,Akim Tamiroff,The General Died at Dawn,False
78,1936,1937,9,ACTRESS,Irene Dunne,Theodora Goes Wild,False
79,1936,1937,9,ACTRESS,Gladys George,Valiant Is the Word for Carrie,False
80,1936,1937,9,ACTRESS,Carole Lombard,My Man Godfrey,False
81,1936,1937,9,ACTRESS,Luise Rainer,The Great Ziegfeld,True
82,1936,1937,9,ACTRESS,Norma Shearer,Romeo and Juliet,False
83,1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Beulah Bondi,The Gorgeous Hussy,False
84,1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Alice Brady,My Man Godfrey,False
85,1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Bonita Granville,These Three,False
86,1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Maria Ouspenskaya,Dodsworth,False
87,1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Gale Sondergaard,Anthony Adverse,True
88,1937,1938,10,ACTOR,Charles Boyer,Conquest,False
89,1937,1938,10,ACTOR,Fredric March,A Star Is Born,False
90,1937,1938,10,ACTOR,Robert Montgomery,Night Must Fall,False
91,1937,1938,10,ACTOR,Paul Muni,The Life of Emile Zola,False
92,1937,1938,10,ACTOR,Spencer Tracy,Captains Courageous,True
93,1937,1938,10,ACTOR IN A SUPPORTING ROLE,Ralph Bellamy,The Awful Truth,False
94,1937,1938,10,ACTOR IN A SUPPORTING ROLE,Thomas Mitchell,The Hurricane,False
95,1937,1938,10,ACTOR IN A SUPPORTING ROLE,Joseph Schildkraut,The Life of Emile Zola,True
96,1937,1938,10,ACTOR IN A SUPPORTING ROLE,H. B. Warner,Lost Horizon,False
97,1937,1938,10,ACTOR IN A SUPPORTING ROLE,Roland Young,Topper,False
98,1937,1938,10,ACTRESS,Irene Dunne,The Awful Truth,False
99,1937,1938,10,ACTRESS,Greta Garbo,Camille,False
100,1937,1938,10,ACTRESS,Janet Gaynor,A Star Is Born,False
101,1937,1938,10,ACTRESS,Luise Rainer,The Good Earth,True
102,1937,1938,10,ACTRESS,Barbara Stanwyck,Stella Dallas,False
103,1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Alice Brady,In Old Chicago,True
104,1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Andrea Leeds,Stage Door,False
105,1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Anne Shirley,Stella Dallas,False
106,1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Claire Trevor,Dead End,False
107,1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Dame May Whitty,Night Must Fall,False
108,1938,1939,11,ACTOR,Charles Boyer,Algiers,False
109,1938,1939,11,ACTOR,James Cagney,Angels with Dirty Faces,False
110,1938,1939,11,ACTOR,Robert Donat,The Citadel,False
111,1938,1939,11,ACTOR,Leslie Howard,Pygmalion,False
112,1938,1939,11,ACTOR,Spencer Tracy,Boys Town,True
113,1938,1939,11,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Kentucky,True
114,1938,1939,11,ACTOR IN A SUPPORTING ROLE,John Garfield,Four Daughters,False
115,1938,1939,11,ACTOR IN A SUPPORTING ROLE,Gene Lockhart,Algiers,False
116,1938,1939,11,ACTOR IN A SUPPORTING ROLE,Robert Morley,Marie Antoinette,False
117,1938,1939,11,ACTOR IN A SUPPORTING ROLE,Basil Rathbone,If I Were King,False
118,1938,1939,11,ACTRESS,Fay Bainter,White Banners,False
119,1938,1939,11,ACTRESS,Bette Davis,Jezebel,True
120,1938,1939,11,ACTRESS,Wendy Hiller,Pygmalion,False
121,1938,1939,11,ACTRESS,Norma Shearer,Marie Antoinette,False
122,1938,1939,11,ACTRESS,Margaret Sullavan,Three Comrades,False
123,1938,1939,11,ACTRESS IN A SUPPORTING ROLE,Fay Bainter,Jezebel,True
124,1938,1939,11,ACTRESS IN A SUPPORTING ROLE,Beulah Bondi,Of Human Hearts,False
125,1938,1939,11,ACTRESS IN A SUPPORTING ROLE,Billie Burke,Merrily We Live,False
126,1938,1939,11,ACTRESS IN A SUPPORTING ROLE,Spring Byington,You Can't Take It with You,False
127,1938,1939,11,ACTRESS IN A SUPPORTING ROLE,Miliza Korjus,The Great Waltz,False
128,1939,1940,12,ACTOR,Robert Donat,"Goodbye, Mr. Chips",True
129,1939,1940,12,ACTOR,Clark Gable,Gone with the Wind,False
130,1939,1940,12,ACTOR,Laurence Olivier,Wuthering Heights,False
131,1939,1940,12,ACTOR,Mickey Rooney,Babes in Arms,False
132,1939,1940,12,ACTOR,James Stewart,Mr. Smith Goes to Washington,False
133,1939,1940,12,ACTOR IN A SUPPORTING ROLE,Brian Aherne,Juarez,False
134,1939,1940,12,ACTOR IN A SUPPORTING ROLE,Harry Carey,Mr. Smith Goes to Washington,False
135,1939,1940,12,ACTOR IN A SUPPORTING ROLE,Brian Donlevy,Beau Geste,False
136,1939,1940,12,ACTOR IN A SUPPORTING ROLE,Thomas Mitchell,Stagecoach,True
137,1939,1940,12,ACTOR IN A SUPPORTING ROLE,Claude Rains,Mr. Smith Goes to Washington,False
138,1939,1940,12,ACTRESS,Bette Davis,Dark Victory,False
139,1939,1940,12,ACTRESS,Irene Dunne,Love Affair,False
140,1939,1940,12,ACTRESS,Greta Garbo,Ninotchka,False
141,1939,1940,12,ACTRESS,Greer Garson,"Goodbye, Mr. Chips",False
142,1939,1940,12,ACTRESS,Vivien Leigh,Gone with the Wind,True
143,1939,1940,12,ACTRESS IN A SUPPORTING ROLE,Olivia de Havilland,Gone with the Wind,False
144,1939,1940,12,ACTRESS IN A SUPPORTING ROLE,Geraldine Fitzgerald,Wuthering Heights,False
145,1939,1940,12,ACTRESS IN A SUPPORTING ROLE,Hattie McDaniel,Gone with the Wind,True
146,1939,1940,12,ACTRESS IN A SUPPORTING ROLE,Edna May Oliver,Drums along the Mohawk,False
147,1939,1940,12,ACTRESS IN A SUPPORTING ROLE,Maria Ouspenskaya,Love Affair,False
148,1940,1941,13,ACTOR,Charles Chaplin,The Great Dictator,False
149,1940,1941,13,ACTOR,Henry Fonda,The Grapes of Wrath,False
150,1940,1941,13,ACTOR,Raymond Massey,Abe Lincoln in Illinois,False
151,1940,1941,13,ACTOR,Laurence Olivier,Rebecca,False
152,1940,1941,13,ACTOR,James Stewart,The Philadelphia Story,True
153,1940,1941,13,ACTOR IN A SUPPORTING ROLE,Albert Basserman,Foreign Correspondent,False
154,1940,1941,13,ACTOR IN A SUPPORTING ROLE,Walter Brennan,The Westerner,True
155,1940,1941,13,ACTOR IN A SUPPORTING ROLE,William Gargan,They Knew What They Wanted,False
156,1940,1941,13,ACTOR IN A SUPPORTING ROLE,Jack Oakie,The Great Dictator,False
157,1940,1941,13,ACTOR IN A SUPPORTING ROLE,James Stephenson,The Letter,False
158,1940,1941,13,ACTRESS,Bette Davis,The Letter,False
159,1940,1941,13,ACTRESS,Joan Fontaine,Rebecca,False
160,1940,1941,13,ACTRESS,Katharine Hepburn,The Philadelphia Story,False
161,1940,1941,13,ACTRESS,Ginger Rogers,Kitty Foyle,True
162,1940,1941,13,ACTRESS,Martha Scott,Our Town,False
163,1940,1941,13,ACTRESS IN A SUPPORTING ROLE,Judith Anderson,Rebecca,False
164,1940,1941,13,ACTRESS IN A SUPPORTING ROLE,Jane Darwell,The Grapes of Wrath,True
165,1940,1941,13,ACTRESS IN A SUPPORTING ROLE,Ruth Hussey,The Philadelphia Story,False
166,1940,1941,13,ACTRESS IN A SUPPORTING ROLE,Barbara O'Neil,"All This, and Heaven Too",False
167,1940,1941,13,ACTRESS IN A SUPPORTING ROLE,Marjorie Rambeau,Primrose Path,False
168,1941,1942,14,ACTOR,Gary Cooper,Sergeant York,True
169,1941,1942,14,ACTOR,Cary Grant,Penny Serenade,False
170,1941,1942,14,ACTOR,Walter Huston,All That Money Can Buy,False
171,1941,1942,14,ACTOR,Robert Montgomery,Here Comes Mr. Jordan,False
172,1941,1942,14,ACTOR,Orson Welles,Citizen Kane,False
173,1941,1942,14,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Sergeant York,False
174,1941,1942,14,ACTOR IN A SUPPORTING ROLE,Charles Coburn,The Devil and Miss Jones,False
175,1941,1942,14,ACTOR IN A SUPPORTING ROLE,Donald Crisp,How Green Was My Valley,True
176,1941,1942,14,ACTOR IN A SUPPORTING ROLE,James Gleason,Here Comes Mr. Jordan,False
177,1941,1942,14,ACTOR IN A SUPPORTING ROLE,Sydney Greenstreet,The Maltese Falcon,False
178,1941,1942,14,ACTRESS,Bette Davis,The Little Foxes,False
179,1941,1942,14,ACTRESS,Olivia de Havilland,Hold Back the Dawn,False
180,1941,1942,14,ACTRESS,Joan Fontaine,Suspicion,True
181,1941,1942,14,ACTRESS,Greer Garson,Blossoms in the Dust,False
182,1941,1942,14,ACTRESS,Barbara Stanwyck,Ball of Fire,False
183,1941,1942,14,ACTRESS IN A SUPPORTING ROLE,Sara Allgood,How Green Was My Valley,False
184,1941,1942,14,ACTRESS IN A SUPPORTING ROLE,Mary Astor,The Great Lie,True
185,1941,1942,14,ACTRESS IN A SUPPORTING ROLE,Patricia Collinge,The Little Foxes,False
186,1941,1942,14,ACTRESS IN A SUPPORTING ROLE,Teresa Wright,The Little Foxes,False
187,1941,1942,14,ACTRESS IN A SUPPORTING ROLE,Margaret Wycherly,Sergeant York,False
188,1942,1943,15,ACTOR,James Cagney,Yankee Doodle Dandy,True
189,1942,1943,15,ACTOR,Ronald Colman,Random Harvest,False
190,1942,1943,15,ACTOR,Gary Cooper,The Pride of the Yankees,False
191,1942,1943,15,ACTOR,Walter Pidgeon,Mrs. Miniver,False
192,1942,1943,15,ACTOR,Monty Woolley,The Pied Piper,False
193,1942,1943,15,ACTOR IN A SUPPORTING ROLE,William Bendix,Wake Island,False
194,1942,1943,15,ACTOR IN A SUPPORTING ROLE,Van Heflin,Johnny Eager,True
195,1942,1943,15,ACTOR IN A SUPPORTING ROLE,Walter Huston,Yankee Doodle Dandy,False
196,1942,1943,15,ACTOR IN A SUPPORTING ROLE,Frank Morgan,Tortilla Flat,False
197,1942,1943,15,ACTOR IN A SUPPORTING ROLE,Henry Travers,Mrs. Miniver,False
198,1942,1943,15,ACTRESS,Bette Davis,"Now, Voyager",False
199,1942,1943,15,ACTRESS,Greer Garson,Mrs. Miniver,True
200,1942,1943,15,ACTRESS,Katharine Hepburn,Woman of the Year,False
201,1942,1943,15,ACTRESS,Rosalind Russell,My Sister Eileen,False
202,1942,1943,15,ACTRESS,Teresa Wright,The Pride of the Yankees,False
203,1942,1943,15,ACTRESS IN A SUPPORTING ROLE,Gladys Cooper,"Now, Voyager",False
204,1942,1943,15,ACTRESS IN A SUPPORTING ROLE,Agnes Moorehead,The Magnificent Ambersons,False
205,1942,1943,15,ACTRESS IN A SUPPORTING ROLE,Susan Peters,Random Harvest,False
206,1942,1943,15,ACTRESS IN A SUPPORTING ROLE,Dame May Whitty,Mrs. Miniver,False
207,1942,1943,15,ACTRESS IN A SUPPORTING ROLE,Teresa Wright,Mrs. Miniver,True
208,1943,1944,16,ACTOR,Humphrey Bogart,Casablanca,False
209,1943,1944,16,ACTOR,Gary Cooper,For Whom the Bell Tolls,False
210,1943,1944,16,ACTOR,Paul Lukas,Watch on the Rhine,True
211,1943,1944,16,ACTOR,Walter Pidgeon,Madame Curie,False
212,1943,1944,16,ACTOR,Mickey Rooney,The Human Comedy,False
213,1943,1944,16,ACTOR IN A SUPPORTING ROLE,Charles Bickford,The Song of Bernadette,False
214,1943,1944,16,ACTOR IN A SUPPORTING ROLE,Charles Coburn,The More the Merrier,True
215,1943,1944,16,ACTOR IN A SUPPORTING ROLE,J. Carrol Naish,Sahara,False
216,1943,1944,16,ACTOR IN A SUPPORTING ROLE,Claude Rains,Casablanca,False
217,1943,1944,16,ACTOR IN A SUPPORTING ROLE,Akim Tamiroff,For Whom the Bell Tolls,False
218,1943,1944,16,ACTRESS,Jean Arthur,The More the Merrier,False
219,1943,1944,16,ACTRESS,Ingrid Bergman,For Whom the Bell Tolls,False
220,1943,1944,16,ACTRESS,Joan Fontaine,The Constant Nymph,False
221,1943,1944,16,ACTRESS,Greer Garson,Madame Curie,False
222,1943,1944,16,ACTRESS,Jennifer Jones,The Song of Bernadette,True
223,1943,1944,16,ACTRESS IN A SUPPORTING ROLE,Gladys Cooper,The Song of Bernadette,False
224,1943,1944,16,ACTRESS IN A SUPPORTING ROLE,Paulette Goddard,So Proudly We Hail!,False
225,1943,1944,16,ACTRESS IN A SUPPORTING ROLE,Katina Paxinou,For Whom the Bell Tolls,True
226,1943,1944,16,ACTRESS IN A SUPPORTING ROLE,Anne Revere,The Song of Bernadette,False
227,1943,1944,16,ACTRESS IN A SUPPORTING ROLE,Lucile Watson,Watch on the Rhine,False
228,1944,1945,17,ACTOR,Charles Boyer,Gaslight,False
229,1944,1945,17,ACTOR,Bing Crosby,Going My Way,True
230,1944,1945,17,ACTOR,Barry Fitzgerald,Going My Way,False
231,1944,1945,17,ACTOR,Cary Grant,None but the Lonely Heart,False
232,1944,1945,17,ACTOR,Alexander Knox,Wilson,False
233,1944,1945,17,ACTOR IN A SUPPORTING ROLE,Hume Cronyn,The Seventh Cross,False
234,1944,1945,17,ACTOR IN A SUPPORTING ROLE,Barry Fitzgerald,Going My Way,True
235,1944,1945,17,ACTOR IN A SUPPORTING ROLE,Claude Rains,Mr. Skeffington,False
236,1944,1945,17,ACTOR IN A SUPPORTING ROLE,Clifton Webb,Laura,False
237,1944,1945,17,ACTOR IN A SUPPORTING ROLE,Monty Woolley,Since You Went Away,False
238,1944,1945,17,ACTRESS,Ingrid Bergman,Gaslight,True
239,1944,1945,17,ACTRESS,Claudette Colbert,Since You Went Away,False
240,1944,1945,17,ACTRESS,Bette Davis,Mr. Skeffington,False
241,1944,1945,17,ACTRESS,Greer Garson,Mrs. Parkington,False
242,1944,1945,17,ACTRESS,Barbara Stanwyck,Double Indemnity,False
243,1944,1945,17,ACTRESS IN A SUPPORTING ROLE,Ethel Barrymore,None but the Lonely Heart,True
244,1944,1945,17,ACTRESS IN A SUPPORTING ROLE,Jennifer Jones,Since You Went Away,False
245,1944,1945,17,ACTRESS IN A SUPPORTING ROLE,Angela Lansbury,Gaslight,False
246,1944,1945,17,ACTRESS IN A SUPPORTING ROLE,Aline MacMahon,Dragon Seed,False
247,1944,1945,17,ACTRESS IN A SUPPORTING ROLE,Agnes Moorehead,Mrs. Parkington,False
248,1945,1946,18,ACTOR,Bing Crosby,The Bells of St. Mary's,False
249,1945,1946,18,ACTOR,Gene Kelly,Anchors Aweigh,False
250,1945,1946,18,ACTOR,Ray Milland,The Lost Weekend,True
251,1945,1946,18,ACTOR,Gregory Peck,The Keys of the Kingdom,False
252,1945,1946,18,ACTOR,Cornel Wilde,A Song to Remember,False
253,1945,1946,18,ACTOR IN A SUPPORTING ROLE,Michael Chekhov,Spellbound,False
254,1945,1946,18,ACTOR IN A SUPPORTING ROLE,John Dall,The Corn Is Green,False
255,1945,1946,18,ACTOR IN A SUPPORTING ROLE,James Dunn,A Tree Grows in Brooklyn,True
256,1945,1946,18,ACTOR IN A SUPPORTING ROLE,Robert Mitchum,G. I. Joe,False
257,1945,1946,18,ACTOR IN A SUPPORTING ROLE,J. Carrol Naish,A Medal for Benny,False
258,1945,1946,18,ACTRESS,Ingrid Bergman,The Bells of St. Mary's,False
259,1945,1946,18,ACTRESS,Joan Crawford,Mildred Pierce,True
260,1945,1946,18,ACTRESS,Greer Garson,The Valley of Decision,False
261,1945,1946,18,ACTRESS,Jennifer Jones,Love Letters,False
262,1945,1946,18,ACTRESS,Gene Tierney,Leave Her to Heaven,False
263,1945,1946,18,ACTRESS IN A SUPPORTING ROLE,Eve Arden,Mildred Pierce,False
264,1945,1946,18,ACTRESS IN A SUPPORTING ROLE,Ann Blyth,Mildred Pierce,False
265,1945,1946,18,ACTRESS IN A SUPPORTING ROLE,Angela Lansbury,The Picture of Dorian Gray,False
266,1945,1946,18,ACTRESS IN A SUPPORTING ROLE,Joan Lorring,The Corn Is Green,False
267,1945,1946,18,ACTRESS IN A SUPPORTING ROLE,Anne Revere,National Velvet,True
268,1946,1947,19,ACTOR,Fredric March,The Best Years of Our Lives,True
269,1946,1947,19,ACTOR,Laurence Olivier,Henry V,False
270,1946,1947,19,ACTOR,Larry Parks,The Jolson Story,False
271,1946,1947,19,ACTOR,Gregory Peck,The Yearling,False
272,1946,1947,19,ACTOR,James Stewart,It's a Wonderful Life,False
273,1946,1947,19,ACTOR IN A SUPPORTING ROLE,Charles Coburn,The Green Years,False
274,1946,1947,19,ACTOR IN A SUPPORTING ROLE,William Demarest,The Jolson Story,False
275,1946,1947,19,ACTOR IN A SUPPORTING ROLE,Claude Rains,Notorious,False
276,1946,1947,19,ACTOR IN A SUPPORTING ROLE,Harold Russell,The Best Years of Our Lives,True
277,1946,1947,19,ACTOR IN A SUPPORTING ROLE,Clifton Webb,The Razor's Edge,False
278,1946,1947,19,ACTRESS,Olivia de Havilland,To Each His Own,True
279,1946,1947,19,ACTRESS,Celia Johnson,Brief Encounter,False
280,1946,1947,19,ACTRESS,Jennifer Jones,Duel in the Sun,False
281,1946,1947,19,ACTRESS,Rosalind Russell,Sister Kenny,False
282,1946,1947,19,ACTRESS,Jane Wyman,The Yearling,False
283,1946,1947,19,ACTRESS IN A SUPPORTING ROLE,Ethel Barrymore,The Spiral Staircase,False
284,1946,1947,19,ACTRESS IN A SUPPORTING ROLE,Anne Baxter,The Razor's Edge,True
285,1946,1947,19,ACTRESS IN A SUPPORTING ROLE,Lillian Gish,Duel in the Sun,False
286,1946,1947,19,ACTRESS IN A SUPPORTING ROLE,Flora Robson,Saratoga Trunk,False
287,1946,1947,19,ACTRESS IN A SUPPORTING ROLE,Gale Sondergaard,Anna and the King of Siam,False
288,1947,1948,20,ACTOR,Ronald Colman,A Double Life,True
289,1947,1948,20,ACTOR,John Garfield,Body and Soul,False
290,1947,1948,20,ACTOR,Gregory Peck,Gentleman's Agreement,False
291,1947,1948,20,ACTOR,William Powell,Life with Father,False
292,1947,1948,20,ACTOR,Michael Redgrave,Mourning Becomes Electra,False
293,1947,1948,20,ACTOR IN A SUPPORTING ROLE,Charles Bickford,The Farmer's Daughter,False
294,1947,1948,20,ACTOR IN A SUPPORTING ROLE,Thomas Gomez,Ride the Pink Horse,False
295,1947,1948,20,ACTOR IN A SUPPORTING ROLE,Edmund Gwenn,Miracle on 34th Street,True
296,1947,1948,20,ACTOR IN A SUPPORTING ROLE,Robert Ryan,Crossfire,False
297,1947,1948,20,ACTOR IN A SUPPORTING ROLE,Richard Widmark,Kiss of Death,False
298,1947,1948,20,ACTRESS,Joan Crawford,Possessed,False
299,1947,1948,20,ACTRESS,Susan Hayward,Smash-Up--The Story of a Woman,False
300,1947,1948,20,ACTRESS,Dorothy McGuire,Gentleman's Agreement,False
301,1947,1948,20,ACTRESS,Rosalind Russell,Mourning Becomes Electra,False
302,1947,1948,20,ACTRESS,Loretta Young,The Farmer's Daughter,True
303,1947,1948,20,ACTRESS IN A SUPPORTING ROLE,Ethel Barrymore,The Paradine Case,False
304,1947,1948,20,ACTRESS IN A SUPPORTING ROLE,Gloria Grahame,Crossfire,False
305,1947,1948,20,ACTRESS IN A SUPPORTING ROLE,Celeste Holm,Gentleman's Agreement,True
306,1947,1948,20,ACTRESS IN A SUPPORTING ROLE,Marjorie Main,The Egg and I,False
307,1947,1948,20,ACTRESS IN A SUPPORTING ROLE,Anne Revere,Gentleman's Agreement,False
308,1948,1949,21,ACTOR,Lew Ayres,Johnny Belinda,False
309,1948,1949,21,ACTOR,Montgomery Clift,The Search,False
310,1948,1949,21,ACTOR,Dan Dailey,When My Baby Smiles at Me,False
311,1948,1949,21,ACTOR,Laurence Olivier,Hamlet,True
312,1948,1949,21,ACTOR,Clifton Webb,Sitting Pretty,False
313,1948,1949,21,ACTOR IN A SUPPORTING ROLE,Charles Bickford,Johnny Belinda,False
314,1948,1949,21,ACTOR IN A SUPPORTING ROLE,José Ferrer,Joan of Arc,False
315,1948,1949,21,ACTOR IN A SUPPORTING ROLE,Oscar Homolka,I Remember Mama,False
316,1948,1949,21,ACTOR IN A SUPPORTING ROLE,Walter Huston,The Treasure of the Sierra Madre,True
317,1948,1949,21,ACTOR IN A SUPPORTING ROLE,Cecil Kellaway,The Luck of the Irish,False
318,1948,1949,21,ACTRESS,Ingrid Bergman,Joan of Arc,False
319,1948,1949,21,ACTRESS,Olivia de Havilland,The Snake Pit,False
320,1948,1949,21,ACTRESS,Irene Dunne,I Remember Mama,False
321,1948,1949,21,ACTRESS,Barbara Stanwyck,"Sorry, Wrong Number",False
322,1948,1949,21,ACTRESS,Jane Wyman,Johnny Belinda,True
323,1948,1949,21,ACTRESS IN A SUPPORTING ROLE,Barbara Bel Geddes,I Remember Mama,False
324,1948,1949,21,ACTRESS IN A SUPPORTING ROLE,Ellen Corby,I Remember Mama,False
325,1948,1949,21,ACTRESS IN A SUPPORTING ROLE,Agnes Moorehead,Johnny Belinda,False
326,1948,1949,21,ACTRESS IN A SUPPORTING ROLE,Jean Simmons,Hamlet,False
327,1948,1949,21,ACTRESS IN A SUPPORTING ROLE,Claire Trevor,Key Largo,True
328,1949,1950,22,ACTOR,Broderick Crawford,All the King's Men,True
329,1949,1950,22,ACTOR,Kirk Douglas,Champion,False
330,1949,1950,22,ACTOR,Gregory Peck,Twelve O'Clock High,False
331,1949,1950,22,ACTOR,Richard Todd,The Hasty Heart,False
332,1949,1950,22,ACTOR,John Wayne,Sands of Iwo Jima,False
333,1949,1950,22,ACTOR IN A SUPPORTING ROLE,John Ireland,All the King's Men,False
334,1949,1950,22,ACTOR IN A SUPPORTING ROLE,Dean Jagger,Twelve O'Clock High,True
335,1949,1950,22,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Champion,False
336,1949,1950,22,ACTOR IN A SUPPORTING ROLE,Ralph Richardson,The Heiress,False
337,1949,1950,22,ACTOR IN A SUPPORTING ROLE,James Whitmore,Battleground,False
338,1949,1950,22,ACTRESS,Jeanne Crain,Pinky,False
339,1949,1950,22,ACTRESS,Olivia de Havilland,The Heiress,True
